ลำดับ,ภูมิภาค,รหัสจังหวัด,จังหวัด (ไทย),จังหวัด (อังกฤษ),รหัสอำเภอ,อำเภอ/เขต (ไทย),อำเภอ/เขต (อังกฤษ),รหัสตำบล,ตำบล/แขวง (ไทย),ตำบล/แขวง (อังกฤษ),รหัสไปรษณีย์
4347,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5023,แม่ออน,Mae On,502301,ออนเหนือ,On Nuea,50130
4348,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5023,แม่ออน,Mae On,502302,ออนกลาง,On Klang,50130
4349,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5023,แม่ออน,Mae On,502303,บ้านสหกรณ์,Ban Sahakon,50130
4350,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5023,แม่ออน,Mae On,502304,ห้วยแก้ว,Huai Kaeo,50130
4351,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5023,แม่ออน,Mae On,502305,แม่ทา,Mae Tha,50130
4352,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5023,แม่ออน,Mae On,502306,ทาเหนือ,Tha Nuea,50130
4353,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5024,ดอยหล่อ,Doi Lo,502401,ดอยหล่อ,Doi Lo,50160
4354,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5024,ดอยหล่อ,Doi Lo,502402,สองแคว,Song Khwae,50160
4355,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5024,ดอยหล่อ,Doi Lo,502403,ยางคราม,Yang Khram,50160
4356,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5024,ดอยหล่อ,Doi Lo,502404,สันติสุข,Santi Suk,50160
4357,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5025,กัลยาณิวัฒนา,Kanlayaniwatthana,502501,บ้านจันทร์,Ban Chan,58130
4358,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5025,กัลยาณิวัฒนา,Kanlayaniwatthana,502502,แม่แดด,Mae Dad,58130
4359,ภาคเหนือ,50,เชียงใหม่,Chiang Mai,5025,กัลยาณิวัฒนา,Kanlayaniwatthana,502503,แจ่มหลวง,Jam Luang,58130
4360,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510101,ในเมือง,Nai Mueang,51000
4361,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510102,เหมืองง่า,Mueang Nga,51000
4362,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510103,อุโมงค์,Umong,51150
4363,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510104,หนองช้างคืน,Nong Chang Khuen,51150
4364,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510105,ประตูป่า,Pratu Pa,51000
4365,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510106,ริมปิง,Rim Ping,51000
4366,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510107,ต้นธง,Ton Thong,51000
4367,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510108,บ้านแป้น,Ban Paen,51000
4368,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510109,เหมืองจี้,Mueang Chi,51000
4369,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510110,ป่าสัก,Pa Sak,51000
4370,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510111,เวียงยอง,Wiang Yong,51000
4371,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510112,บ้านกลาง,Ban Klang,51000
4372,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510113,มะเขือแจ้,Makhuea Chae,51000
4373,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510116,ศรีบัวบาน,Si Bua Ban,51000
4374,ภาคเหนือ,51,ลำพูน,Lamphun,5101,เมืองลำพูน,Mueang Lamphun,510117,หนองหนาม,Nong Nam,51000
4375,ภาคเหนือ,51,ลำพูน,Lamphun,5102,แม่ทา,Mae Tha,510201,ทาปลาดุก,Tha Pla Duk,51140
4376,ภาคเหนือ,51,ลำพูน,Lamphun,5102,แม่ทา,Mae Tha,510202,ทาสบเส้า,Tha Sopsao,51140
4377,ภาคเหนือ,51,ลำพูน,Lamphun,5102,แม่ทา,Mae Tha,510203,ทากาศ,Tha Kat,51170
4378,ภาคเหนือ,51,ลำพูน,Lamphun,5102,แม่ทา,Mae Tha,510204,ทาขุมเงิน,Tha Khum Ngoen,51170
4379,ภาคเหนือ,51,ลำพูน,Lamphun,5102,แม่ทา,Mae Tha,510205,ทาทุ่งหลวง,Tha Thung Luang,51170
4380,ภาคเหนือ,51,ลำพูน,Lamphun,5102,แม่ทา,Mae Tha,510206,ทาแม่ลอบ,Tha Mae Lop,51170
4381,ภาคเหนือ,51,ลำพูน,Lamphun,5103,บ้านโฮ่ง,Ban Hong,510301,บ้านโฮ่ง,Ban Hong,51130
4382,ภาคเหนือ,51,ลำพูน,Lamphun,5103,บ้านโฮ่ง,Ban Hong,510302,ป่าพลู,Pa Phlu,51130
4383,ภาคเหนือ,51,ลำพูน,Lamphun,5103,บ้านโฮ่ง,Ban Hong,510303,เหล่ายาว,Lao Yao,51130
4384,ภาคเหนือ,51,ลำพูน,Lamphun,5103,บ้านโฮ่ง,Ban Hong,510304,ศรีเตี้ย,Si Tia,51130
4385,ภาคเหนือ,51,ลำพูน,Lamphun,5103,บ้านโฮ่ง,Ban Hong,510305,หนองปลาสะวาย,Nong Pla Sawai,51130
4386,ภาคเหนือ,51,ลำพูน,Lamphun,5104,ลี้,Li,510401,ลี้,Li,51110
4387,ภาคเหนือ,51,ลำพูน,Lamphun,5104,ลี้,Li,510402,แม่ตืน,Mae Tuen,51110
4388,ภาคเหนือ,51,ลำพูน,Lamphun,5104,ลี้,Li,510403,นาทราย,Na Sai,51110
4389,ภาคเหนือ,51,ลำพูน,Lamphun,5104,ลี้,Li,510404,ดงดำ,Dong Dam,51110
4390,ภาคเหนือ,51,ลำพูน,Lamphun,5104,ลี้,Li,510405,ก้อ,Ko,51110
4391,ภาคเหนือ,51,ลำพูน,Lamphun,5104,ลี้,Li,510406,แม่ลาน,Mae Lan,51110
4392,ภาคเหนือ,51,ลำพูน,Lamphun,5104,ลี้,Li,510408,ป่าไผ่,Pa Phai,51110
4393,ภาคเหนือ,51,ลำพูน,Lamphun,5104,ลี้,Li,510409,ศรีวิชัย,Si Wichai,51110
4394,ภาคเหนือ,51,ลำพูน,Lamphun,5105,ทุ่งหัวช้าง,Thung Hua Chang,510501,ทุ่งหัวช้าง,Thung Hua Chang,51160
4395,ภาคเหนือ,51,ลำพูน,Lamphun,5105,ทุ่งหัวช้าง,Thung Hua Chang,510502,บ้านปวง,Ban Puang,51160
4396,ภาคเหนือ,51,ลำพูน,Lamphun,5105,ทุ่งหัวช้าง,Thung Hua Chang,510503,ตะเคียนปม,Takhian Pom,51160
4397,ภาคเหนือ,51,ลำพูน,Lamphun,5106,ป่าซาง,Pa Sang,510601,ปากบ่อง,Pak Bong,51120
4398,ภาคเหนือ,51,ลำพูน,Lamphun,5106,ป่าซาง,Pa Sang,510602,ป่าซาง,Pa Sang,51120
4399,ภาคเหนือ,51,ลำพูน,Lamphun,5106,ป่าซาง,Pa Sang,510603,แม่แรง,Mae Raeng,51120
4400,ภาคเหนือ,51,ลำพูน,Lamphun,5106,ป่าซาง,Pa Sang,510604,ม่วงน้อย,Muang Noi,51120
4401,ภาคเหนือ,51,ลำพูน,Lamphun,5106,ป่าซาง,Pa Sang,510605,บ้านเรือน,Ban Ruean,51120
4402,ภาคเหนือ,51,ลำพูน,Lamphun,5106,ป่าซาง,Pa Sang,510606,มะกอก,Makok,51120
4403,ภาคเหนือ,51,ลำพูน,Lamphun,5106,ป่าซาง,Pa Sang,510607,ท่าตุ้ม,Tha Tum,51120
4404,ภาคเหนือ,51,ลำพูน,Lamphun,5106,ป่าซาง,Pa Sang,510608,น้ำดิบ,Nam Dip,51120
4405,ภาคเหนือ,51,ลำพูน,Lamphun,5106,ป่าซาง,Pa Sang,510611,นครเจดีย์,Nakhon Chedi,51120
4406,ภาคเหนือ,51,ลำพูน,Lamphun,5107,บ้านธิ,Ban Thi,510701,บ้านธิ,Ban Thi,51180
4407,ภาคเหนือ,51,ลำพูน,Lamphun,5107,บ้านธิ,Ban Thi,510702,ห้วยยาบ,Huai Yap,51180
4408,ภาคเหนือ,51,ลำพูน,Lamphun,5108,เวียงหนองล่อง,Wiang Nong Long,510801,หนองล่อง,Nong Long,51120
4409,ภาคเหนือ,51,ลำพูน,Lamphun,5108,เวียงหนองล่อง,Wiang Nong Long,510802,หนองยวง,Nong Yuang,51120
4410,ภาคเหนือ,51,ลำพูน,Lamphun,5108,เวียงหนองล่อง,Wiang Nong Long,510803,วังผาง,Wang Phang,51120
4411,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520101,เวียงเหนือ,Wiang Nuea,52000
4412,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520102,หัวเวียง,Hua Wiang,52000
4413,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520103,สวนดอก,Suan Dok,52100
4414,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520104,สบตุ๋ย,Sop Tui,52100
4415,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520105,พระบาท,Phrabat,52000
4416,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520106,ชมพู,Chomphu,52100
4417,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520107,กล้วยแพะ,Kluai Phae,52000
4418,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520108,ปงแสนทอง,Pong Saen Thong,52100
4419,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520109,บ้านแลง,Ban Laeng,52000
4420,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520110,บ้านเสด็จ,Ban Sadet,52000
4421,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520111,พิชัย,Phichai,52000
4422,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520112,ทุ่งฝาย,Thung Fai,52000
4423,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520113,บ้านเอื้อม,Ban Ueam,52100
4424,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520114,บ้านเป้า,Ban Pao,52100
4425,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520115,บ้านค่า,Ban Kha,52100
4426,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520116,บ่อแฮ้ว,Bo Haeo,52100
4427,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520117,ต้นธงชัย,Ton Thong Chai,52000
4428,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520118,นิคมพัฒนา,Nikhom Phatthana,52000
4429,ภาคเหนือ,52,ลำปาง,Lampang,5201,เมืองลำปาง,Mueang Lampang,520119,บุญนาคพัฒนา,Bunnak Phatthana,52000
4430,ภาคเหนือ,52,ลำปาง,Lampang,5202,แม่เมาะ,Mae Mo,520201,บ้านดง,Ban Dong,52220
4431,ภาคเหนือ,52,ลำปาง,Lampang,5202,แม่เมาะ,Mae Mo,520202,นาสัก,Na Sak,52220
4432,ภาคเหนือ,52,ลำปาง,Lampang,5202,แม่เมาะ,Mae Mo,520203,จางเหนือ,Chang Nuea,52220
4433,ภาคเหนือ,52,ลำปาง,Lampang,5202,แม่เมาะ,Mae Mo,520204,แม่เมาะ,Mae Mo,52220
4434,ภาคเหนือ,52,ลำปาง,Lampang,5202,แม่เมาะ,Mae Mo,520205,สบป้าด,Sop Pat,52220
4435,ภาคเหนือ,52,ลำปาง,Lampang,5203,เกาะคา,Ko Kha,520301,ลำปางหลวง,Lampang Luang,52130
4436,ภาคเหนือ,52,ลำปาง,Lampang,5203,เกาะคา,Ko Kha,520302,นาแก้ว,Na Kaeo,52130
4437,ภาคเหนือ,52,ลำปาง,Lampang,5203,เกาะคา,Ko Kha,520303,ไหล่หิน,Lai Hin,52130
4438,ภาคเหนือ,52,ลำปาง,Lampang,5203,เกาะคา,Ko Kha,520304,วังพร้าว,Wang Phrao,52130
4439,ภาคเหนือ,52,ลำปาง,Lampang,5203,เกาะคา,Ko Kha,520305,ศาลา,Sala,52130
4440,ภาคเหนือ,52,ลำปาง,Lampang,5203,เกาะคา,Ko Kha,520306,เกาะคา,Ko Kha,52130
4441,ภาคเหนือ,52,ลำปาง,Lampang,5203,เกาะคา,Ko Kha,520307,นาแส่ง,Na Saeng,52130
4442,ภาคเหนือ,52,ลำปาง,Lampang,5203,เกาะคา,Ko Kha,520308,ท่าผา,Tha Pha,52130
4443,ภาคเหนือ,52,ลำปาง,Lampang,5203,เกาะคา,Ko Kha,520309,ใหม่พัฒนา,Mai Phatthana,52130
4444,ภาคเหนือ,52,ลำปาง,Lampang,5204,เสริมงาม,Soem Ngam,520401,ทุ่งงาม,Thung Ngam,52210
4445,ภาคเหนือ,52,ลำปาง,Lampang,5204,เสริมงาม,Soem Ngam,520402,เสริมขวา,Soem Khwa,52210
4446,ภาคเหนือ,52,ลำปาง,Lampang,5204,เสริมงาม,Soem Ngam,520403,เสริมซ้าย,Soem Sai,52210
4447,ภาคเหนือ,52,ลำปาง,Lampang,5204,เสริมงาม,Soem Ngam,520404,เสริมกลาง,Soem Klang,52210
4448,ภาคเหนือ,52,ลำปาง,Lampang,5205,งาว,Ngao,520501,หลวงเหนือ,Luang Nuea,52110
4449,ภาคเหนือ,52,ลำปาง,Lampang,5205,งาว,Ngao,520502,หลวงใต้,Luang Tai,52110
4450,ภาคเหนือ,52,ลำปาง,Lampang,5205,งาว,Ngao,520503,บ้านโป่ง,Ban Pong,52110
4451,ภาคเหนือ,52,ลำปาง,Lampang,5205,งาว,Ngao,520504,บ้านร้อง,Ban Rong,52110
4452,ภาคเหนือ,52,ลำปาง,Lampang,5205,งาว,Ngao,520505,ปงเตา,Pong Tao,52110
4453,ภาคเหนือ,52,ลำปาง,Lampang,5205,งาว,Ngao,520506,นาแก,Na Kae,52110
4454,ภาคเหนือ,52,ลำปาง,Lampang,5205,งาว,Ngao,520507,บ้านอ้อน,Ban On,52110
